transcript_id,DMSO.1,DMSO.2,DMSO.3,JG1.1,JG1.2,JG1.3,M4.1,M4.2,M4.3
STM14_RS06460,9674,10262,5984,4421,5032,5314,13233,12711,13739
STM14_RS06465,5447,4900,4067,3075,2863,3347,7926,5377,14076
STM14_RS06470,4833,5064,6406,5038,4446,6754,6297,7368,16062
STM14_RS06475,6064,6261,8275,6274,6257,9842,6228,8710,16843
STM14_RS06480,30032,26875,29605,30147,30576,30927,27728,35549,37090
STM14_RS06485,30658,23780,16523,15820,18681,18214,24322,22584,21944
STM14_RS06490,22618,22427,23216,22179,21797,21680,22363,26319,42473
STM14_RS06495,2091,2347,2413,2258,2456,2735,2400,1981,3496
STM14_RS06500,2030,1700,2243,1619,1434,2152,2052,1449,3029
STM14_RS06505,1644,972,1527,1066,1089,1589,1639,1193,2426
STM14_RS06510,1879,1008,1924,1362,1325,1727,1760,1638,3716
STM14_RS06515,4364,2754,1675,2271,3470,2288,5665,3856,4447
STM14_RS06520,8550,6628,5761,7307,8192,9070,13607,12858,16252
STM14_RS06525,1923,2949,2034,543,498,1164,1497,1248,1631
STM14_RS06530,4696,2838,2410,2302,2067,2973,3406,2314,3295
STM14_RS06535,3751,1960,2672,2602,2345,3236,3001,2822,3475
STM14_RS06540,6479,4379,4928,4505,3867,6793,5754,5766,6708
STM14_RS06545,1755,1155,1404,878,903,1757,2006,1675,2444
STM14_RS06550,3090,3206,3647,2937,2454,4768,2614,3186,3647
STM14_RS06555,4534,5971,5421,4333,4198,7947,3773,4486,2983
STM14_RS06560,3282,2391,2551,2306,2523,2416,3066,3244,3327
STM14_RS06565,1597,737,879,1039,965,1271,2115,3115,3246
STM14_RS06570,2576,2219,2188,2922,2748,2864,3655,3311,3657
STM14_RS06575,15394,8255,13367,13211,7451,29110,45892,6052,41737
STM14_RS06580,14184,10485,6633,5042,6871,5592,16911,8767,14194
STM14_RS06585,5397,3048,5662,5305,5892,7115,6522,7661,9322
STM14_RS06590,2165,1460,1206,975,1087,1253,2368,1824,3873
STM14_RS06595,501,286,505,333,329,439,593,675,1691
STM14_RS06600,1270,1182,1257,911,1018,1344,1785,1915,4226
STM14_RS06605,1527,796,1582,1296,1642,2038,1237,1750,3424
STM14_RS06610,2160,1886,2242,1614,1790,2594,2201,2329,3446
STM14_RS06615,3884,4349,3407,2580,2770,3285,4762,5118,5286
STM14_RS06620,1714,1859,1130,918,925,913,2263,1785,2708
STM14_RS06625,632,449,344,235,213,270,657,246,627
STM14_RS06630,385,364,346,185,226,250,666,402,1702
STM14_RS06635,1152,1210,725,443,554,476,1873,1386,3749
STM14_RS06640,2921,2750,2485,2237,2831,2159,2620,2887,2067
STM14_RS06645,32,32,33,10,16,15,46,14,33
STM14_RS06650,855,459,437,196,283,305,1187,284,1267
STM14_RS06655,4777,3626,4838,5303,5071,5491,5345,5195,7337
STM14_RS06660,6414,3628,4833,2885,4747,9616,6879,3153,8732
STM14_RS06665,14637,13189,11267,13343,32553,30538,11942,14938,13840
STM14_RS06670,1521,1717,1894,1273,1134,2853,1849,1655,8561
STM14_RS06675,648,440,529,404,403,618,926,524,3970
STM14_RS06680,2106,1998,1356,832,1228,1202,3779,2005,8991
STM14_RS06685,775,571,458,372,231,484,951,430,1481
STM14_RS06690,445,337,388,353,254,350,659,383,864
STM14_RS06695,1325,647,719,649,821,875,1151,712,1630
STM14_RS06700,60429,76678,96224,67192,61712,113428,56987,83157,71036
STM14_RS06705,1472,781,631,363,420,466,1537,568,1618
STM14_RS06710,440,281,181,119,186,133,373,217,271
STM14_RS06720,83,67,64,45,36,30,38,38,58
STM14_RS06725,155,150,92,82,68,80,135,80,110
STM14_RS06730,279,225,134,179,123,128,224,130,188
STM14_RS06745,767,245,195,162,214,248,634,135,547
STM14_RS06750,24214,22004,16615,18165,18545,16448,19382,18804,18582
STM14_RS06755,2254,1601,1419,936,828,1147,1676,797,1656
STM14_RS06760,116,78,49,112,69,49,92,55,130
STM14_RS06765,273,105,72,63,62,69,152,43,174
STM14_RS06770,349,254,152,142,132,162,282,122,170
STM14_RS06775,149,122,99,99,125,127,145,121,206
STM14_RS06780,153,150,97,89,85,121,142,93,149
STM14_RS06785,142,115,82,70,62,77,111,100,110
STM14_RS06790,451,236,190,130,104,115,388,168,397
STM14_RS06795,385,209,88,97,103,125,380,166,298
STM14_RS06805,108,85,52,45,58,28,88,63,83
STM14_RS06815,865,614,430,283,188,297,853,207,848
STM14_RS06820,49,55,17,15,12,15,66,12,80
STM14_RS06825,106,72,32,24,18,24,114,21,107
STM14_RS06830,307,281,135,56,97,122,316,95,304
STM14_RS06835,454,409,157,97,126,116,649,126,494
STM14_RS06840,988,628,342,332,626,403,1189,782,885
STM14_RS06845,597,383,226,224,302,178,707,280,657
STM14_RS06850,1281,1155,706,624,823,571,1447,924,1168
STM14_RS06855,50,45,24,43,46,28,57,15,117
STM14_RS06860,239,104,78,64,47,62,220,52,342
STM14_RS06865,924,457,523,327,551,766,1148,362,893
STM14_RS06870,1658,882,674,636,991,541,2566,1553,790
STM14_RS06875,36,10,5,7,16,7,34,5,19
STM14_RS06880,46,27,26,26,16,20,29,19,48
STM14_RS06885,0,0,0,0,0,0,0,0,0
STM14_RS06890,11,9,14,16,11,8,14,2,15
STM14_RS06895,12,14,7,10,13,4,8,4,21
STM14_RS06900,5,3,1,4,1,3,3,2,4
STM14_RS06905,15,16,6,8,28,13,16,9,23
STM14_RS06910,9,2,2,0,5,1,0,9,6
STM14_RS06915,6,5,0,0,4,0,1,1,1
STM14_RS06920,4,6,8,5,0,2,10,1,7
STM14_RS06925,28,23,29,32,39,26,31,32,20
STM14_RS06930,5,9,8,6,9,4,11,8,2
STM14_RS06935,6,3,14,10,8,5,7,6,6
STM14_RS06940,1,1,0,2,1,2,3,1,1
STM14_RS06945,1,1,3,0,0,0,0,1,1
STM14_RS06950,25,20,29,13,17,22,20,15,22
STM14_RS06955,1,1,0,0,2,0,2,0,4
STM14_RS06960,14,6,12,3,4,8,12,2,13
STM14_RS06965,1,1,0,1,2,2,1,1,5
STM14_RS06970,3,0,0,1,0,2,0,0,1
STM14_RS06975,46,29,46,28,25,27,16,21,37
STM14_RS06980,16,11,7,11,2,6,2,1,7
STM14_RS06985,411,328,285,294,209,288,506,306,456
STM14_RS06990,234,184,86,115,299,164,301,179,260
STM14_RS06995,31,35,20,6,23,9,29,13,60
STM14_RS07010,3108,2441,1729,1383,1609,1601,3107,1894,3020
STM14_RS07015,1464,948,444,480,916,502,1988,1630,1788
STM14_RS07020,982,420,292,353,506,358,1160,793,986
STM14_RS07030,178,117,52,63,64,66,206,97,177
STM14_RS07035,232,205,82,59,116,99,381,127,446
STM14_RS07040,368,191,177,73,129,115,389,170,846
STM14_RS07045,118,29,34,17,79,105,206,42,1496
STM14_RS07050,123,61,46,33,420,326,105,74,47
STM14_RS07065,7242,5324,4388,13541,38681,18337,6734,11837,2709
STM14_RS07080,6609,4665,3048,6400,6563,3372,14536,15118,9784
STM14_RS07105,1799,1542,1319,980,2117,1271,3672,4674,3364
STM14_RS07115,717,434,450,353,942,900,742,553,794
STM14_RS07120,1712,1548,1432,2086,3078,2481,1574,2930,2102
STM14_RS07125,1281,2541,3536,544,318,2100,2146,1858,3615
STM14_RS07130,805,557,528,367,356,537,862,477,940
STM14_RS07135,428,314,305,182,183,304,423,254,636
STM14_RS07140,310,150,156,153,123,174,372,252,603
STM14_RS07145,278,151,221,182,140,245,366,219,517
STM14_RS07150,581,157,206,152,185,218,709,375,1266
STM14_RS07155,3099,2189,850,728,1322,936,5249,4163,5762
STM14_RS07160,2436,2052,1123,1864,2313,1509,3836,5403,3028
STM14_RS07170,689,465,316,188,215,164,1823,1336,947
STM14_RS07175,1131,554,539,463,455,511,1160,440,1519
STM14_RS07180,1066,409,227,196,286,345,2835,448,2449
STM14_RS07185,5293,3607,2365,1631,1534,1528,8185,3091,10315
STM14_RS07190,17494,12923,2965,10804,11523,5546,27654,18176,16539
STM14_RS07195,528,319,199,116,184,97,508,153,353
STM14_RS07200,715,1086,835,919,1826,3163,563,2244,1653
STM14_RS07205,5417,4811,3363,2924,3549,4139,4787,5623,6317
STM14_RS07210,273,156,178,81,66,150,242,53,376
STM14_RS07215,217,194,129,151,200,173,209,174,222
STM14_RS07220,618,413,326,204,219,262,718,392,549
STM14_RS07230,4936,1742,884,556,812,1017,4621,1393,3025
STM14_RS07235,3451,1893,2522,2287,3744,4214,3107,1868,2429
STM14_RS07240,5004,1902,3977,2843,3180,4467,3506,2195,3647
STM14_RS07245,3710,2536,3308,2035,2011,3405,2889,1914,2884
STM14_RS07250,1202,557,888,434,332,667,1252,422,1193
STM14_RS07255,1229,991,933,728,1059,850,1085,961,949
STM14_RS07260,648,317,414,320,247,443,582,219,882
STM14_RS07265,66,65,67,79,66,62,87,66,204
STM14_RS07270,492,353,309,326,421,468,603,559,1285
STM14_RS07275,1499,634,391,370,587,453,2425,1180,2599
STM14_RS07280,76685,38882,30206,55476,42855,37423,69549,61979,52943
STM14_RS07285,246987,146774,115441,275100,234498,156449,240766,242119,161866
STM14_RS07290,19169,22346,22535,13358,13467,16094,18287,18058,18493
STM14_RS07295,917,567,550,453,355,505,1194,491,936
STM14_RS07300,1546,1023,1268,857,907,1412,1256,1012,1295
STM14_RS07305,4404,7084,10024,5598,6091,10367,4690,6479,4875
STM14_RS07310,50677,106220,93210,78502,71528,185239,59498,92560,49591
STM14_RS07315,11388,11822,12394,8952,7430,11792,6915,6291,5291
STM14_RS07320,6450,7250,9137,5778,4621,8338,4963,4985,3994
STM14_RS07325,1900,1094,2078,1352,1329,2020,1728,1619,2747
STM14_RS07330,2366,1924,2193,2107,2224,2893,2578,2550,3823
STM14_RS07335,3267,2820,4028,3451,3586,5119,3768,4762,5850
STM14_RS07340,6001,5107,5353,4651,4410,5932,4392,4329,3448
STM14_RS07345,6629,5619,10666,8537,7897,10573,5489,8073,6915
STM14_RS07350,6554,4581,7099,4754,4337,6393,6130,6075,8187
STM14_RS07355,14165,10780,9723,6012,5908,6950,13378,16202,16125
STM14_RS07360,1324,957,729,726,692,667,962,787,634
STM14_RS07365,1617,884,1397,870,683,1117,1404,736,1375
STM14_RS07370,4473,4087,4009,3100,3017,3605,4384,3271,4009
STM14_RS07375,57619,46085,73700,52371,28986,52708,83876,107334,62655
STM14_RS07380,43376,26900,46465,29660,14154,34803,65365,84206,48197
STM14_RS07385,61886,29960,61180,42730,24671,47607,99002,159660,94523
STM14_RS07390,40843,23517,40978,28918,16597,33037,80753,145788,86299
STM14_RS07395,9905,4469,7404,4376,2205,6032,21891,31534,26460
STM14_RS07400,8370,5553,2924,5396,9872,3512,30205,35115,26603
STM14_RS07405,4382,2401,2653,2404,2195,2513,5767,3241,5186
STM14_RS07410,9745,10954,9735,10954,11363,11697,9255,10342,6959
STM14_RS07415,58138,32722,20507,37332,51300,28453,83750,71013,42906
STM14_RS07420,1912,1281,973,736,760,913,1227,845,737
STM14_RS07425,1540,970,957,613,624,798,850,791,1273
STM14_RS07430,453,357,273,210,291,269,374,374,365
STM14_RS07435,661,408,462,372,396,365,647,556,713
STM14_RS07440,468,387,385,317,271,402,550,659,759
STM14_RS07445,1224,555,576,568,515,638,1071,734,1287
STM14_RS07450,19438,14068,11541,28307,32500,28916,23871,30460,22545
STM14_RS07455,732,486,327,183,328,350,726,386,554
STM14_RS07460,11030,10662,5757,3692,7162,6137,10201,16962,11314
STM14_RS07465,712,409,527,336,279,648,764,255,858
STM14_RS07470,2006,1881,1340,1284,2108,2121,2301,1844,1985
STM14_RS07475,3936,2802,2097,2227,3135,2689,4304,3104,3383
STM14_RS07480,9302,7085,6108,10943,12508,9086,12651,12498,8950
STM14_RS07485,4025,2988,2062,4029,4265,2722,5615,4678,3290
STM14_RS07490,17761,11856,11916,22256,27555,16434,21685,26696,18410
STM14_RS07495,1076,735,391,266,289,417,960,325,2965
STM14_RS07500,338,160,120,61,114,185,537,189,425
STM14_RS07505,49,21,11,11,41,25,94,26,37
STM14_RS07510,873,402,409,175,362,421,866,294,504
STM14_RS07515,93,66,64,20,43,37,192,47,83
STM14_RS07520,1401,854,795,745,835,883,1611,1326,2768
STM14_RS07525,60086,72674,73213,80340,73518,78512,56104,73049,74575
STM14_RS07530,60857,61586,43293,45354,45213,44334,59773,54901,60067
STM14_RS07535,31556,35376,28158,26574,26552,26220,35395,41350,48850
STM14_RS07540,24266,33547,29978,27767,25722,27672,32326,45453,51509
STM14_RS07545,2490,2020,2619,1970,2155,3067,4158,2886,5544
STM14_RS07550,25236,23568,22227,25321,38619,42257,30882,39355,31687
STM14_RS07555,40370,23160,13897,17837,27890,21891,35857,27361,20108
STM14_RS07560,1384,631,1108,723,652,1050,1379,824,2258
STM14_RS07565,2796,1630,1024,935,1390,1661,4171,2888,3438
STM14_RS07570,1867,1024,932,717,882,1311,3086,2181,3582
STM14_RS07575,1126,807,647,394,791,626,1825,1149,2340
STM14_RS07580,1323,379,363,225,222,256,1749,467,2465
STM14_RS07585,24017,13634,20101,20553,18217,21396,25026,24430,32463
STM14_RS07590,2518,1172,1756,1187,732,1481,1907,919,2465
STM14_RS07595,3074,4274,2879,2590,1822,2850,4800,2864,5896
STM14_RS07600,5969,4900,5503,6167,5258,6721,5533,4811,4316
STM14_RS07605,36129,40494,63150,59684,58448,85875,42602,57723,44498
STM14_RS07610,1852,1004,2513,1044,702,2413,2596,1002,2817
STM14_RS07615,74,48,44,26,31,32,54,29,58
STM14_RS07620,894,667,582,314,430,482,752,423,661
STM14_RS07625,2132,833,852,418,873,1423,1617,580,1392
STM14_RS07630,429,346,338,289,273,318,339,253,402
STM14_RS07635,91,77,103,55,63,69,144,90,107
STM14_RS07640,486,291,236,113,185,164,415,199,290
STM14_RS07645,133,148,116,43,53,95,146,119,172
STM14_RS07650,782,1042,829,584,799,1075,857,903,743
STM14_RS07655,277,255,160,139,112,169,285,158,201
STM14_RS07660,53,47,30,32,39,36,84,37,54
STM14_RS07665,134,54,72,35,44,52,135,72,91
STM14_RS07670,56,41,21,18,15,15,91,28,49
STM14_RS07675,2719,2249,1994,2695,3461,2759,3119,3956,3029
STM14_RS07680,9804,9560,11535,8723,7757,16040,9847,13016,18056
STM14_RS07685,739,788,1010,510,475,1345,793,919,1584
STM14_RS07690,2769,1099,859,554,529,1056,1783,635,1667
STM14_RS07695,926,667,657,431,469,579,1109,559,998
STM14_RS07700,2771,1915,2139,1651,1997,2405,2447,2756,1984
STM14_RS07705,9707,8731,10628,8360,8327,11590,8730,10998,8293
STM14_RS07710,3940,3580,3797,3124,3210,4213,3012,4589,3246
STM14_RS07715,9353,9409,10873,8097,9522,12013,7584,13887,9531
STM14_RS07720,7771,5266,7364,5277,7038,8417,4987,9046,7567
STM14_RS07725,2061,1945,2016,1238,1455,1913,1511,2129,2233
STM14_RS07730,15482,11910,12765,14635,18907,13757,12571,18136,10868
STM14_RS07735,1684,761,380,380,886,337,1056,598,533
STM14_RS07740,311836,186576,107411,138482,183653,164212,188630,178598,101343
STM14_RS07745,21441,17822,12073,26676,28325,21935,27241,38536,26905
STM14_RS07750,1142,922,924,625,404,958,822,352,838
STM14_RS07755,1049,858,736,535,414,833,812,278,696
STM14_RS07760,640,772,573,762,554,805,285,264,240
STM14_RS07765,165,115,121,88,80,160,127,63,96
STM14_RS07770,617,425,671,422,625,568,584,395,571
STM14_RS07775,102,89,79,67,119,98,75,59,109
STM14_RS07780,198,208,182,117,144,178,186,110,247
STM14_RS07785,2632,2362,3269,2146,1810,3382,1954,1819,2714
STM14_RS07790,500,365,582,309,324,610,660,353,662
STM14_RS07795,1172,749,967,744,629,1046,1143,640,985
STM14_RS07800,30965,13927,18910,21361,28480,24197,27541,28913,22781
STM14_RS07805,1811,1014,1135,808,889,1006,1690,658,1608
STM14_RS07810,820,587,569,716,2138,1002,1080,728,553
STM14_RS07815,2219,1038,2293,2537,4988,3658,2495,1199,1315
STM14_RS07820,87,15,23,7,36,30,95,9,44
STM14_RS07825,151,75,105,63,109,111,229,63,175
STM14_RS07830,174,98,120,61,77,145,236,85,221
STM14_RS07835,123,60,49,32,38,36,69,28,61
STM14_RS07840,525,195,263,184,194,268,306,91,153
STM14_RS07845,1268,748,863,576,581,666,860,319,644
STM14_RS07850,865,393,439,255,245,398,498,210,535
STM14_RS07855,1787,959,1305,724,672,1111,1103,484,1212
STM14_RS07860,294,90,161,41,50,128,232,57,313
STM14_RS07865,200,52,116,41,38,68,191,43,226
STM14_RS07870,134,86,81,26,55,42,121,65,191
STM14_RS07875,145,74,67,28,52,39,170,74,300
STM14_RS07880,155,59,92,38,31,55,176,60,266
STM14_RS07885,95,90,60,55,81,56,75,39,93
STM14_RS07890,112,91,113,90,147,86,104,71,157
STM14_RS07895,100,79,117,63,122,96,104,35,174
STM14_RS07900,353,248,327,194,278,234,305,115,463
STM14_RS07905,230,111,165,64,59,86,243,76,347
STM14_RS07910,141,78,108,69,63,52,166,61,275
STM14_RS07915,648,236,214,143,162,201,756,224,826
STM14_RS07920,93,52,32,30,56,25,142,47,187
STM14_RS07925,280,187,171,170,148,182,376,195,588
STM14_RS07930,627,378,387,224,289,461,466,262,861
STM14_RS07935,91,48,41,22,42,69,82,47,188
STM14_RS07940,109,50,46,39,34,44,123,47,182
STM14_RS07945,414,174,131,86,112,111,449,156,459
STM14_RS07950,489,124,101,145,234,140,280,102,316
STM14_RS07955,19,4,6,22,14,9,34,8,76
STM14_RS07960,54,29,28,3,18,18,73,18,174
STM14_RS07965,142,92,67,45,44,70,230,96,359
STM14_RS07980,2069,2077,1256,1186,1760,1224,4049,2701,4492
STM14_RS07985,2909,2359,2263,1292,1891,2457,2633,2241,2670
STM14_RS07990,5886,5017,4480,4942,6297,5577,8688,8692,6685
STM14_RS07995,1260,2030,916,1559,3524,2241,2385,2680,1925
STM14_RS08000,465,239,298,295,209,323,458,251,732
STM14_RS08005,2526,1828,1534,946,1117,1303,2769,1819,5609
STM14_RS08010,9057,8017,9740,9260,6811,9961,8223,9392,7739
STM14_RS08015,1484,987,771,666,1019,939,1623,1142,2656
STM14_RS08020,3110,2152,1637,1586,1967,2424,3014,2780,2484
STM14_RS08025,2779,1833,1557,1137,1101,1430,3422,1632,3618
STM14_RS08030,6424,4423,2741,4045,5187,3761,6492,4935,4591
STM14_RS08035,3194,1355,1659,5166,5090,3585,4677,4595,4768
STM14_RS08040,2585,1299,1402,3267,2658,3354,5189,1785,3774
STM14_RS08045,632,186,113,134,149,180,556,208,384
STM14_RS08050,2045,2313,2207,2057,2282,2559,2633,3274,2851
STM14_RS08055,8312,2696,1725,2735,3975,2437,6706,4807,4009
STM14_RS08060,2915,1155,1304,1123,1118,1475,2873,1590,3141
STM14_RS08065,996,824,727,488,515,674,1081,521,1333
STM14_RS08070,492,333,310,203,191,327,543,148,537
STM14_RS08075,11936,10475,9418,6754,9399,12105,9451,6676,8422
STM14_RS08080,14625,6202,6162,4185,5640,9994,7980,4586,5952
STM14_RS08085,2373,2485,3418,2492,3555,4016,2343,2850,2807
STM14_RS08090,942,892,894,781,526,953,842,663,704
STM14_RS08095,1043,984,1187,957,864,1181,1234,853,1859
STM14_RS08100,7993,9498,12217,7704,9018,13986,8940,10611,14196
STM14_RS08105,1574,1396,1613,1112,1069,1898,2305,1540,4832
STM14_RS08110,18601,17423,14707,16497,30231,26862,15682,14639,12699
STM14_RS08115,22307,18892,22064,13523,17612,30341,20792,17101,37495
STM14_RS08120,832,590,802,601,540,897,1055,427,2268
STM14_RS08125,736,576,806,714,859,1099,939,788,2960
STM14_RS08130,847,780,769,649,784,1069,952,750,2962
STM14_RS08135,644,340,536,343,302,578,753,647,4466
STM14_RS08140,1202,590,807,520,518,803,1447,1463,9485
STM14_RS08145,793,539,685,423,385,461,1056,567,2791
STM14_RS08150,3552,2917,2573,1571,1450,1847,4467,1802,7392
STM14_RS08155,6442,3396,3106,1700,1441,2771,5035,1715,6212
STM14_RS08160,1481,1146,664,335,506,591,1688,664,2482
STM14_RS08165,625,289,170,100,179,134,423,113,344
STM14_RS08170,6292,5414,6238,6083,8167,8061,7049,6348,6414
STM14_RS08175,8696,7414,10056,9528,13370,12299,8128,8851,8173
STM14_RS08180,1624,406,766,562,472,696,1398,832,1746
STM14_RS08185,31199,20426,15229,16259,21589,19141,29243,34162,29255
STM14_RS08190,4557,5662,5601,4281,4982,5842,4208,4159,3966
STM14_RS08195,17736,25428,40304,24170,15833,43722,12713,21325,18014
STM14_RS08200,9918,11767,17521,13437,11906,25622,8030,12279,9937
STM14_RS08205,2757,2408,3200,2399,1878,3744,2730,2192,2991
STM14_RS08210,907,961,813,482,586,626,1080,1033,1380
STM14_RS08215,448,241,383,332,437,511,605,428,550
STM14_RS08220,426,2953,4357,18153,8844,43071,382,3685,498
STM14_RS08230,4737,4418,2484,1739,4391,3109,4339,2855,4728
STM14_RS08235,853,368,435,159,197,230,692,179,1133
STM14_RS08240,1272,923,582,453,606,402,1420,1038,2517
STM14_RS08245,5339,5281,6597,3819,3547,4916,4648,4214,6444
STM14_RS08250,12298,12153,16812,12463,14480,18833,10085,15668,14050
STM14_RS08255,11267,13603,17111,12744,13525,20936,10076,15184,12961
STM14_RS08260,1777,1416,1300,870,1025,1106,1752,933,2000
STM14_RS08265,617,602,472,348,679,510,563,444,1291
STM14_RS08270,377,308,353,1408,1351,4649,384,373,892
STM14_RS08275,2166,1283,1431,23985,29159,66280,2047,2016,3742
STM14_RS08280,6528,8234,8842,48702,87561,113838,13907,8850,8350
STM14_RS08285,622,332,372,330,364,684,821,531,2631
STM14_RS08290,351,132,195,206,282,410,315,230,523
STM14_RS08295,1511,1738,1715,1764,1913,2707,1591,1469,1968
STM14_RS08300,695,547,579,441,536,762,695,527,835
STM14_RS08305,2061,643,987,642,635,809,1683,518,2585
STM14_RS08310,40091,19512,18913,27176,26966,15195,52261,25614,47372
STM14_RS08315,17957,9037,11357,15709,14675,10124,18046,9006,20212
STM14_RS08320,38033,19244,25514,36153,27709,24586,28291,12186,30923
STM14_RS08325,24473,10436,17131,25699,20086,18740,13946,7045,17020
STM14_RS08330,2136,2116,2089,1732,1942,1982,1617,1603,1612
STM14_RS08335,1110,1140,1370,1149,1313,1569,930,972,1030
STM14_RS08340,140,97,299,203,249,198,120,158,207
STM14_RS08345,758,565,961,553,685,783,827,499,911
STM14_RS08350,2512,1554,1893,1942,1937,1828,2659,1520,1860
STM14_RS08355,13766,7613,4939,7709,9003,6114,10592,6785,5480
STM14_RS08360,2370,1695,1923,1390,1307,2013,2244,1291,2039
STM14_RS08365,3916,4257,4740,3240,3045,5190,4139,3357,3991
STM14_RS08370,1488,1163,1188,874,800,1331,1378,836,993
STM14_RS08375,128,101,128,126,111,139,94,92,112
STM14_RS08380,176,168,215,178,149,156,205,128,240
STM14_RS08385,193,138,227,126,69,165,197,105,144
STM14_RS08390,191,158,132,96,124,136,244,175,295
STM14_RS08395,963,746,860,481,675,1401,1103,884,1148
STM14_RS08400,164,102,150,45,68,134,234,118,244
STM14_RS08405,2870,1593,2520,1546,926,2863,2473,992,3479
STM14_RS08410,12678,14891,17111,13331,13384,18740,11264,13122,10322
STM14_RS08415,4046,4820,6018,5013,5334,7883,4226,6065,4093
STM14_RS08420,479,138,82,85,108,85,449,142,193
STM14_RS08425,2117,953,546,923,999,678,2194,1455,2099
STM14_RS08430,8772,3739,1764,4253,6043,2347,11294,8712,8020
STM14_RS08440,2186,1360,1763,1318,1251,1900,2009,1155,2671
STM14_RS08445,1712,1366,1215,746,894,1043,1854,1140,1625
STM14_RS08450,360,189,252,133,117,184,1116,174,500
STM14_RS08455,280,183,212,142,105,218,2757,387,820
STM14_RS08460,143,135,103,117,79,155,3829,485,959
STM14_RS08465,3215,2785,2190,2567,4154,4239,3274,2665,2783
STM14_RS08470,1299,818,718,668,839,1099,1569,977,2717
STM14_RS08475,1139,845,834,722,759,895,1132,592,1013
STM14_RS08480,1217,1052,1137,1066,1241,1276,965,984,743
STM14_RS08485,518,296,360,317,291,349,464,273,843
STM14_RS08490,366,152,193,134,117,264,335,135,282
STM14_RS08495,824,528,336,335,408,356,1205,761,3144
STM14_RS08500,188,100,58,121,170,121,213,124,654
STM14_RS08505,255,308,333,250,157,593,215,164,180
STM14_RS08510,86,50,54,37,36,109,37,44,141
STM14_RS08515,263,183,179,204,214,433,385,296,493
STM14_RS08520,702,537,562,816,868,1261,884,1004,1011
STM14_RS08525,520,384,458,467,427,753,548,378,642
STM14_RS08530,353,168,287,249,280,556,304,166,310
STM14_RS08535,514,514,1055,1139,1426,2195,599,811,638
STM14_RS08540,822,801,1390,1716,2130,3248,794,1198,686
STM14_RS08545,976,929,2222,2823,4526,6718,1383,2530,1345
STM14_RS08550,572,507,897,1136,2002,2679,1006,1993,1014
STM14_RS08555,646,1318,2357,7991,11085,8576,1379,3291,1296
STM14_RS08560,3054,2234,2007,1802,1623,1838,2852,1706,2519
STM14_RS08565,952,720,822,635,325,1015,1077,622,1162
STM14_RS08570,495,423,609,544,347,757,514,431,590
STM14_RS08575,368,233,262,219,692,506,495,221,388
STM14_RS08580,505,451,360,293,377,424,569,302,511
STM14_RS08585,1155,1184,929,839,956,995,1226,1128,895
STM14_RS08590,1026,696,427,433,564,619,808,355,341
STM14_RS08595,871,938,881,1077,1413,2921,740,634,543
STM14_RS08600,4870,4033,2258,2087,2903,1945,4391,2679,2393
STM14_RS08605,1614,821,540,586,720,544,1552,658,1322
STM14_RS08610,875,438,342,355,534,318,881,471,584
STM14_RS08615,23,9,12,8,6,9,22,8,9
STM14_RS08620,49,29,32,14,23,26,54,50,39
STM14_RS08625,161,99,81,93,97,73,235,135,151
STM14_RS08640,1251,1072,948,1090,1153,838,1261,1043,1539
STM14_RS08645,539,554,625,403,384,537,540,349,716
STM14_RS08650,909,697,796,581,545,767,844,494,861
STM14_RS08655,590,605,556,457,469,580,800,488,980
STM14_RS08660,11335,8952,6469,14014,12205,11566,11716,14709,16288
STM14_RS08665,7266,4162,3037,5794,6799,7422,11516,12597,17262
STM14_RS08670,7758,4918,3345,4511,4780,6123,14332,12246,21502
STM14_RS08675,1371,909,688,654,762,1062,1907,1512,2681
STM14_RS08680,1090,529,284,163,234,158,1523,811,955
STM14_RS08685,49977,33480,16649,30453,38900,20181,68488,75410,50666
STM14_RS08690,14090,5933,2944,3063,5336,1897,13864,4195,6925
STM14_RS08695,24638,9421,3147,4137,10265,4264,17091,8769,6470
STM14_RS08700,8196,7347,7182,4943,5440,8857,9963,10948,13263
STM14_RS08705,19820,16710,14907,55714,79505,34544,15511,33643,12517
STM14_RS08710,471,600,860,687,756,649,462,463,423
STM14_RS08715,452,665,1091,863,924,942,490,584,585
STM14_RS08720,817,1006,1517,915,1281,1428,988,802,1057
STM14_RS08730,109,81,71,45,106,56,171,80,142
STM14_RS08735,18738,97316,239229,30033,34377,112915,9549,14074,12111
STM14_RS08740,327,242,327,1846,576,1580,1516,1177,4656
STM14_RS08745,2335,1127,1628,21905,8731,14788,10064,15938,36377
STM14_RS08750,830,199,460,793,730,1118,660,565,1482
STM14_RS08755,587,354,379,535,519,521,691,1070,1543
STM14_RS08760,5811,3877,4557,7970,4405,5937,2947,5505,8884
STM14_RS08765,8616,5921,4454,9595,4256,4438,2555,3328,7365
STM14_RS08770,2895,1992,1280,2675,1051,1222,1275,1065,2535
STM14_RS08775,2258,1420,1056,2193,1050,1137,1135,889,2297
STM14_RS08780,4621,4176,4069,4204,3169,4456,4031,2983,4267
STM14_RS08785,1607,1459,1459,1198,1305,1592,1847,1327,2643
STM14_RS08790,5274,5530,5294,7624,20269,26245,4929,8351,4648
STM14_RS08795,1139,925,1128,607,596,1040,1058,662,1754
STM14_RS08800,622,609,531,144,145,342,399,247,330
