transcript_id,DMSO.1,DMSO.2,DMSO.3,JG1.1,JG1.2,JG1.3,M4.1,M4.2,M4.3
STM14_RS20215,289,179,536,305,410,505,194,312,235
STM14_RS20220,700,775,1107,792,876,1251,487,709,543
STM14_RS20225,1230,1623,1810,1453,1406,1958,852,1120,693
STM14_RS20230,6114,5714,4906,5329,5368,7683,4361,3489,3033
STM14_RS20235,98,99,93,64,74,56,94,103,70
STM14_RS20240,358,278,245,171,188,276,305,188,796
STM14_RS20245,590,628,936,485,429,941,752,602,3282
STM14_RS20250,23254,25895,24964,19701,22537,24377,19824,23782,34278
STM14_RS20255,2615,2631,2422,1543,1680,1916,3869,2481,10148
STM14_RS20260,3013,2732,2820,2148,1971,2554,4478,5410,13515
STM14_RS20265,6810,9823,6187,4636,5240,5756,8654,8090,20966
STM14_RS20270,2265,2141,837,481,745,768,3078,1828,5541
STM14_RS20275,1153,1128,625,336,365,521,1930,591,7675
STM14_RS20280,160,119,83,59,43,84,329,117,1707
STM14_RS20285,2651,3489,3108,1773,2399,3141,3945,4197,17156
STM14_RS20290,1225,637,1280,978,1110,1594,1245,1810,3154
STM14_RS20305,644,524,387,251,250,291,837,425,2158
STM14_RS20310,288,174,212,118,80,98,375,233,1384
STM14_RS20315,883,560,810,372,278,723,614,299,781
STM14_RS20320,1111,652,833,506,617,885,995,837,866
STM14_RS20325,1534,1219,1483,847,792,1531,1060,788,1163
STM14_RS20330,2563,2241,2118,1381,1496,2586,1703,1932,1817
STM14_RS20335,1662,1284,1700,1266,1494,1968,1312,1196,4417
STM14_RS20340,1099,1360,1059,659,934,1190,992,1043,1237
STM14_RS20345,2409,2928,2619,1380,2196,2445,1194,1625,1773
STM14_RS20350,2410,3368,2596,1529,2627,2548,946,1375,1601
STM14_RS20355,1621,2320,2154,1390,2000,2100,715,981,1378
STM14_RS20360,1748,2806,2188,1295,2079,2762,896,1170,1187
STM14_RS20365,4181,8300,4881,3837,7004,6828,2926,7073,5429
STM14_RS20370,2985,1696,1671,1036,1124,1758,1909,827,1112
STM14_RS20375,122,124,167,78,92,129,3931,101,106
STM14_RS20380,718,674,966,557,670,952,759,813,727
STM14_RS20385,11491,19318,25206,17025,16107,30154,11466,17990,14336
STM14_RS20390,4771,6899,7267,5482,7012,8298,5141,6922,6121
STM14_RS20395,471,478,413,186,218,332,422,197,937
STM14_RS20400,5675,10135,14342,11005,7569,21476,4706,12958,16627
STM14_RS20405,14583,29078,42649,31832,22160,60244,15526,48011,63454
STM14_RS20410,8769,18165,22452,15207,13171,28663,11475,33471,46087
STM14_RS20415,17904,34513,40486,26664,25493,50077,24973,68347,87168
STM14_RS20420,7654,14619,14961,9353,8397,16594,10165,20437,26809
STM14_RS20425,10455,20975,20261,13290,11940,21199,14621,27140,31729
STM14_RS20430,6506,11488,12223,6830,6856,13522,8645,16669,19342
STM14_RS20435,9930,18761,15836,7726,9646,12507,11562,14455,23188
STM14_RS20440,3889,7221,5486,2680,4453,4150,4217,4811,8321
STM14_RS20445,1866,1793,1470,903,747,1293,1938,1029,3545
STM14_RS20450,7299,8347,6770,3924,4662,4997,8127,8616,19270
STM14_RS20455,6828,5986,5636,1966,1745,4385,5798,2167,8625
STM14_RS20460,1807,1180,979,441,395,944,1087,569,953
STM14_RS20465,7044,8407,4139,10058,9623,3820,4158,12369,7393
STM14_RS20470,2542,1997,2712,1462,1070,2365,2516,2050,3279
STM14_RS20475,6138,7143,8937,4991,4096,8960,5372,5158,6937
STM14_RS20480,9952,6632,5323,5710,5229,5899,9775,9901,11024
STM14_RS20485,500,606,670,330,355,554,452,358,1069
STM14_RS20490,553,465,709,436,384,689,506,448,2397
STM14_RS20495,1043,940,1644,1291,1205,1649,735,1260,2282
STM14_RS20500,4992,5081,6181,5165,4304,8172,2918,4699,3957
STM14_RS20505,2650,2966,5464,3209,2338,5233,2454,2501,3659
STM14_RS20510,1420,1326,2274,1175,879,1923,1474,985,2150
STM14_RS20515,2963,2220,2875,1834,1439,2317,2737,1975,2829
STM14_RS20520,3296,3025,3042,2299,1911,2613,2318,2012,2113
STM14_RS20555,12836,9310,11279,7645,6589,10938,7655,4889,7123
STM14_RS20560,1082,830,525,371,363,565,808,410,880
STM14_RS20565,619,446,547,294,289,452,640,265,1025
STM14_RS20570,13536,4368,1606,1379,3402,2844,4713,1329,1236
STM14_RS20575,12748,18846,25468,15048,13579,22908,11621,9392,5961
STM14_RS20580,3195,4698,5244,3125,2727,4278,2155,1842,1116
STM14_RS20585,15341,20914,28598,19368,18633,21955,12518,16605,8600
STM14_RS20590,23838,30590,44701,28151,27353,30304,20593,36224,16915
STM14_RS20595,8951,8569,12694,6609,6304,8026,7367,13708,7003
STM14_RS20600,487,572,437,318,314,363,660,481,525
STM14_RS20605,563,631,689,413,497,581,710,717,621
STM14_RS20610,1480,809,2156,1635,1589,2007,890,1105,1360
STM14_RS20615,3264,3398,3304,3663,10232,9977,3514,5205,3654
STM14_RS20620,2948,2600,1730,1000,1714,2078,2496,1832,1991
STM14_RS20630,2007,2028,1757,1045,1206,1707,2188,1752,3267
STM14_RS20635,8908,6455,10573,6304,4474,7533,10034,9433,18214
STM14_RS20640,21681,19386,27599,20901,16114,22643,19347,18013,28589
STM14_RS20645,25237,23176,20589,13370,17381,20215,18517,16990,15460
STM14_RS20650,68021,56440,54085,41060,45843,47722,56099,53468,118695
STM14_RS20655,5638,5538,4684,3605,4044,3910,6286,4353,11602
STM14_RS20660,4134,4474,4058,2613,3038,3712,4813,3691,6843
STM14_RS20665,4008,3373,3267,2571,2613,3501,5931,4760,8688
STM14_RS20670,2636,1550,1990,1490,1502,2578,3630,4432,7522
STM14_RS20675,1856,1654,1608,1324,1526,2367,2693,3798,7709
STM14_RS20680,328,264,300,260,279,396,461,583,1034
STM14_RS20685,635,350,771,628,619,1025,674,1125,2809
STM14_RS20690,1322,1367,1599,1384,1308,2245,1546,2341,4456
STM14_RS20695,727,511,707,485,402,942,793,836,3047
STM14_RS20700,362,313,375,329,255,473,571,618,2050
STM14_RS20705,2022,1876,2773,2533,2328,3663,1858,1880,3546
STM14_RS20710,559,614,964,881,586,1204,591,536,1527
STM14_RS20715,2282,2192,2930,1406,2006,2960,2182,2145,3964
STM14_RS20740,2865,1926,2883,1800,2203,2890,3467,5530,5482
STM14_RS20745,4270,3731,4681,3278,3567,4540,5175,9437,8416
STM14_RS20750,1991,1062,2656,1402,1274,2293,1835,2608,4022
STM14_RS20755,9788,5715,10756,7156,7115,9981,6425,7318,9721
STM14_RS20760,35984,22096,24415,19484,21537,28117,36242,29304,49931
STM14_RS20765,227,71,142,53,23,110,259,49,484
STM14_RS20770,122,96,76,42,55,60,210,54,129
STM14_RS20775,404,204,307,108,82,286,253,109,225
STM14_RS20780,1240,816,759,494,583,982,763,592,636
STM14_RS20785,387,347,315,239,246,354,508,292,379
STM14_RS20790,3157,3484,3104,2550,2530,2936,2674,2394,2297
STM14_RS20795,6234,6694,6804,5166,5036,6421,6048,5104,5883
STM14_RS20800,3986,3048,3385,2880,2280,2893,4042,3996,5270
STM14_RS20805,3148,2378,3039,1778,1438,2303,4148,2587,5534
STM14_RS20810,1202,752,850,509,488,798,1435,1144,2631
STM14_RS20815,11425,9452,12583,9922,9186,12579,7530,7731,9127
STM14_RS20820,2858,3573,2804,2356,3450,2688,4595,3349,3390
STM14_RS20825,86,81,76,42,33,68,224,69,113
STM14_RS20830,130,132,177,150,116,136,231,131,101
STM14_RS20835,798,638,666,280,272,521,962,537,1207
STM14_RS20840,2109,1220,2160,1045,1020,1756,1565,2011,1732
STM14_RS20845,7037,7661,6529,5496,5505,7271,5780,5722,5710
STM14_RS20850,9952,7451,6880,4164,4475,6558,11512,8843,15493
STM14_RS20855,1462,980,1497,686,544,1165,1460,688,2749
STM14_RS20860,682,592,820,406,382,626,760,365,1207
STM14_RS20865,5393,4946,5635,4478,4553,6354,5588,4660,6457
STM14_RS20870,2779,3334,2913,2197,2018,3095,2921,3111,4037
STM14_RS20875,2106,2145,3075,2462,1250,3136,1886,2241,2795
STM14_RS20880,548,209,556,314,419,417,433,724,858
STM14_RS20885,2089,1322,2091,2204,1458,1355,1594,1577,1445
STM14_RS20890,8542,4395,4744,2202,1784,3149,8745,3550,7434
STM14_RS20895,22214,13501,10138,6493,7025,8055,19197,16997,17163
STM14_RS20900,169400,187523,238458,237755,230965,216775,107167,194748,86811
STM14_RS20905,7985,7333,9633,6624,5386,7993,6116,3965,6955
STM14_RS20910,9817,8942,9572,6193,6033,9489,8845,6162,10981
STM14_RS20915,4897,3953,5706,3649,3365,5562,4962,4658,7071
STM14_RS20920,10365,11267,10609,9688,13899,14754,11449,14001,15674
STM14_RS20925,3521,4773,2992,2805,6286,5579,4654,5484,4459
STM14_RS20930,3814,3774,3505,2475,3686,5586,5174,4192,7200
STM14_RS20935,2274,2079,2004,1418,1867,2390,3476,3363,4976
STM14_RS20940,930,785,806,564,575,854,1487,896,1926
STM14_RS20945,1680,1429,1236,669,851,1127,1567,872,1830
STM14_RS20950,11695,12982,15994,9822,10373,14216,10229,11526,15814
STM14_RS20955,5917,6399,7146,4235,4884,7442,5895,6976,7628
STM14_RS20960,10689,2938,16844,1762,1066,6395,9148,3319,4699
STM14_RS20965,165876,81986,299619,93596,60970,132933,196056,315245,133246
STM14_RS20970,330684,279303,761568,266571,160149,417124,364327,488311,208988
STM14_RS20975,16233,17678,19354,16082,15826,20102,13337,15222,15020
STM14_RS20980,4639,4040,4771,3137,2909,4218,4435,3493,4847
STM14_RS20985,7434,7153,6496,4037,4341,5117,7601,6396,8435
STM14_RS20990,4228,3283,2863,1647,1635,2064,4987,3250,4677
STM14_RS21020,1275,1272,1462,964,876,1434,992,653,778
STM14_RS21025,1798,1926,2437,1873,1911,2615,1354,1489,1278
STM14_RS21030,5953,5036,3284,2945,4049,3595,3418,2418,1396
STM14_RS21035,26120,20810,22026,17440,14138,20963,19592,13561,16810
STM14_RS21040,12273,13196,7982,7079,8425,7257,12265,13615,7934
STM14_RS21045,1761,1355,1325,641,536,1029,2021,762,2319
STM14_RS21055,11614,13800,17116,15896,16139,21342,10865,14604,9619
STM14_RS21060,6131,5447,4744,3512,3739,5550,4848,3581,4443
STM14_RS21065,1384,617,199,107,226,221,1128,348,174
STM14_RS21070,2499,1379,1334,1954,2046,2092,2381,2187,2167
STM14_RS21075,4862,4359,6343,5006,4687,6606,5653,4669,5108
STM14_RS21080,1743,1568,1829,1406,1503,1750,1595,2487,3106
STM14_RS21085,1317,1043,1112,723,796,1256,1156,1174,2585
STM14_RS21090,19147,17278,19671,13619,17325,22830,20810,31965,43492
STM14_RS21095,10354,12607,7042,6043,9123,7770,20051,26930,44182
STM14_RS21100,544,334,280,179,168,264,553,188,673
STM14_RS21105,210,102,87,45,75,66,220,63,211
STM14_RS21110,53,22,31,16,27,23,133,36,128
STM14_RS21115,1082,380,155,128,172,101,924,263,472
STM14_RS21120,443,286,221,128,138,118,461,162,278
STM14_RS21125,122,126,90,48,81,41,134,67,76
STM14_RS21130,41,28,27,37,17,31,42,31,20
STM14_RS21135,323,320,282,211,201,341,218,289,341
STM14_RS21140,386,307,375,230,225,449,344,271,339
STM14_RS21145,793,847,929,747,677,1370,767,692,944
STM14_RS21150,840,911,867,650,733,1093,941,600,938
STM14_RS21155,213,182,334,169,158,429,237,194,282
STM14_RS21160,70,116,159,83,107,207,64,103,98
STM14_RS21165,149,169,197,129,188,254,96,174,87
STM14_RS21170,196,136,263,138,164,257,183,154,176
STM14_RS21175,1464,1379,1694,1191,1316,2006,1737,2438,1793
STM14_RS21180,2272,2117,2008,1614,2606,3709,2389,2217,2039
STM14_RS21185,2009,1357,1827,1756,1874,3100,1978,1648,2022
STM14_RS21190,1044,698,1031,762,906,1197,700,657,1204
STM14_RS21195,3925,3903,4406,2426,2428,4218,3374,2708,3529
STM14_RS21200,2093,1590,1858,1400,1754,1685,2004,1082,1763
STM14_RS21205,1085,912,804,1008,1573,988,1481,694,1035
STM14_RS21210,1273,1377,2238,1664,1336,2444,1180,918,1111
STM14_RS21215,567,712,734,632,748,569,720,571,461
STM14_RS21220,722,668,972,621,658,872,838,643,792
STM14_RS21225,4108,3120,5822,3697,3313,5709,4449,4829,6911
STM14_RS21230,2424,2971,4734,3664,3313,4535,3076,7957,5638
STM14_RS21235,4257,6359,9231,7622,7409,8887,5928,15475,9892
STM14_RS21240,53334,63270,80256,67550,73916,75621,47000,87284,61069
STM14_RS21250,1976,1077,1350,856,693,1398,1514,729,1857
STM14_RS21255,3154,1859,1866,482,423,930,2148,340,1737
STM14_RS21260,87,51,61,11,9,26,166,55,106
STM14_RS21265,513,232,436,245,167,307,351,185,406
STM14_RS21270,2455,1001,1848,1168,1012,1636,1452,1030,1829
STM14_RS21275,2358,1131,1476,1080,1403,1771,1754,1421,1409
STM14_RS21280,1030,1006,1611,766,899,1697,838,817,731
STM14_RS21285,1414,1668,3359,2057,2263,3762,800,1195,950
STM14_RS21290,412,521,551,279,268,698,310,310,314
STM14_RS21295,136,139,186,109,106,205,112,179,192
STM14_RS21300,242,179,216,123,105,206,184,149,213
STM14_RS21305,1387,1087,1248,997,1125,1463,1014,919,760
STM14_RS21310,323,274,294,200,249,237,351,245,310
STM14_RS21315,230,156,191,88,70,111,151,107,154
STM14_RS21325,200,42,35,20,23,18,114,14,36
STM14_RS21330,471,404,458,194,278,388,413,267,447
STM14_RS21335,81,79,102,63,65,90,82,68,84
STM14_RS21340,535,351,397,263,274,329,305,226,315
STM14_RS21345,43615,40868,34539,32486,35117,49334,40311,53721,30106
STM14_RS21350,2863,2510,3759,1896,2803,3306,2156,3005,2455
STM14_RS21355,1234,1371,1946,776,833,1630,1384,1227,1273
STM14_RS21360,13142,13883,16426,9142,10491,11305,16475,18488,16302
STM14_RS21365,10867,11551,11449,6939,9218,8158,12561,13360,10455
STM14_RS21370,169800,175140,104366,94216,194777,85129,136993,115899,123149
STM14_RS21375,10921,12464,9368,7869,10111,10001,16692,8201,10454
STM14_RS21380,13693,13937,12439,11597,14907,14771,14681,15888,10545
STM14_RS21385,4863,8482,2748,4655,8549,3188,4841,20871,2572
STM14_RS21390,2398,3285,3261,2741,4827,8582,2823,3489,2173
STM14_RS21395,325,322,420,483,502,995,348,432,278
STM14_RS21400,409,377,602,492,524,1252,292,385,297
STM14_RS21405,1234,1201,1600,1188,1298,2500,844,1094,954
STM14_RS21410,1259,1217,1355,911,965,1100,961,1089,1671
STM14_RS21415,231,162,196,101,104,177,193,97,236
STM14_RS21420,811,726,1495,447,447,2266,439,399,590
STM14_RS21425,1299,1296,2749,885,1066,5348,1443,1590,2125
STM14_RS21430,828,672,667,320,304,493,984,750,1507
STM14_RS21435,653,499,928,365,517,1296,1003,1393,1201
STM14_RS21440,522,309,1082,294,372,1865,908,550,801
STM14_RS21445,902,635,1903,623,1003,4136,1372,944,1378
STM14_RS21450,2089,2728,7720,1375,1807,17295,2098,1739,2468
STM14_RS21455,1984,2597,7193,1180,1737,14239,1425,1408,2140
STM14_RS21460,861,1287,3066,761,1118,5480,788,938,1189
STM14_RS21465,2550,2585,5698,1565,2183,9893,2174,2257,2658
STM14_RS21470,10364,11725,9646,9887,13412,13870,13848,19567,11049
STM14_RS21475,840,860,795,410,506,613,747,733,761
STM14_RS21480,839,391,1043,720,692,997,648,729,883
STM14_RS21485,3758,2844,3627,3071,3412,6048,2636,3446,3002
STM14_RS21490,688,489,1284,535,468,976,650,817,1904
STM14_RS21495,5528,9922,44465,8017,6891,56234,3498,8801,5058
STM14_RS21500,2843,5342,18796,3190,2863,21778,1820,3387,2123
STM14_RS21505,5120,4752,4055,3029,4232,4615,4035,4535,2767
STM14_RS21510,10246,9794,6822,9741,16321,9628,9568,11251,5576
STM14_RS21515,1239,1357,1240,767,1207,1427,1728,1050,1713
STM14_RS21520,9173,12055,12380,10616,15097,18004,11960,19129,10694
STM14_RS21525,3313,4492,3767,3270,5101,4370,4420,6864,4164
STM14_RS21530,2310,1222,2381,1082,893,1752,1720,1085,3279
STM14_RS21535,3120,5446,5896,4147,3486,5397,2777,3752,3252
STM14_RS21540,1301,911,1559,828,948,1425,1567,1740,4712
STM14_RS21545,4189,2483,1438,941,1397,1292,4391,2273,3198
STM14_RS21550,792,728,467,273,294,332,837,505,1479
STM14_RS21555,520,471,429,200,245,311,666,345,630
STM14_RS21560,1993,1021,835,466,713,862,1431,1168,908
STM14_RS21565,823,815,984,518,756,1012,1165,1310,1556
STM14_RS21570,2354,1757,2728,1654,1649,2554,2744,2660,4530
STM14_RS21575,313,201,228,55,69,136,380,93,454
STM14_RS21580,58,43,46,33,38,43,85,30,88
STM14_RS21585,438,431,487,211,277,328,431,379,489
STM14_RS21590,830,794,791,516,682,846,803,619,698
STM14_RS21595,1160,1094,904,718,935,945,1206,1043,990
STM14_RS21600,12802,13958,28212,24270,22493,38014,9421,10698,19331
STM14_RS21605,220,221,210,117,118,262,281,96,285
STM14_RS21610,1385,1361,3049,1643,2800,3293,1129,1766,1116
STM14_RS21615,415,426,1056,577,679,1056,289,506,332
STM14_RS21620,670,468,1348,833,775,1479,558,653,588
STM14_RS21625,190,136,328,171,196,348,115,194,199
STM14_RS21630,282,358,587,348,577,889,319,280,199
STM14_RS21635,4893,3368,4625,3299,4480,6128,4589,3535,3682
STM14_RS21640,3694,1724,2705,2284,2440,2811,3684,2706,2951
STM14_RS21645,1080,688,1009,508,481,933,1094,649,808
STM14_RS21650,1855,1584,2141,1060,1412,2020,1803,1337,2986
STM14_RS21655,2657,3153,3092,2235,2485,4686,3569,5831,14284
STM14_RS21660,11147,11919,13468,7004,7865,13535,10537,15643,15253
STM14_RS21665,19832,24274,23565,17561,19178,22371,13605,23447,13123
STM14_RS21670,39024,24500,6266,3357,3916,2940,13941,13548,15018
STM14_RS21675,13876,5515,1945,977,1380,1210,4135,9062,6956
STM14_RS21680,7569,3419,2503,1235,1607,2206,3637,8735,5473
STM14_RS21685,27425,31782,38636,27122,28568,33303,20196,28306,22945
STM14_RS21690,20454,19833,31416,21136,18188,28740,15052,18644,19127
STM14_RS21695,4913,5454,6105,4356,4603,6368,4804,4950,4448
STM14_RS21700,2097,2567,3229,1936,2204,2889,1946,2002,2278
STM14_RS21705,2561,2941,3978,1946,1617,2937,2844,1847,2941
STM14_RS21710,2526,3132,3806,1212,985,2234,2958,2642,6165
STM14_RS21715,2016,1639,2398,1768,1916,2554,1766,2148,2923
STM14_RS21745,2770,3005,3167,2223,2620,3369,2476,2540,3371
STM14_RS21750,1542,1252,1547,793,804,1475,1360,962,1962
STM14_RS21755,649,1001,785,418,694,556,841,1254,1714
STM14_RS21760,207,129,107,94,227,237,166,113,138
STM14_RS21785,30636,67915,80011,37262,40135,73030,39785,79025,40891
STM14_RS21790,9905,13771,10806,5570,6961,8804,10726,9073,14033
STM14_RS21795,7246,8073,9251,4601,5402,6832,8674,9204,11300
STM14_RS21800,6189,10902,7693,3588,4490,5261,13116,12551,28870
STM14_RS21805,11350,19123,14027,6380,7873,9533,22305,23361,50950
STM14_RS21810,25961,45141,25404,14238,17982,19588,40351,38575,67628
STM14_RS21815,19327,29864,16368,10366,13534,13499,28268,28084,45837
STM14_RS21820,51658,69379,66015,58897,54247,83246,83138,167924,188545
STM14_RS21825,63830,94818,119808,131175,83680,150494,70400,148186,159864
STM14_RS21830,439,173,485,167,101,348,339,156,926
STM14_RS21835,109,64,73,27,15,36,128,46,313
STM14_RS21840,447,627,344,184,326,369,482,334,611
STM14_RS21845,236,187,76,49,47,73,203,62,173
STM14_RS21850,1183,957,1131,1220,784,847,1574,2903,1873
STM14_RS21855,382,107,310,387,285,244,385,879,833
STM14_RS21860,103,40,116,97,75,80,148,253,224
STM14_RS21865,527,399,615,499,349,370,762,1363,1053
STM14_RS21870,440,489,541,522,312,363,696,935,831
STM14_RS21875,5635,5850,6700,4214,2986,4247,6842,5356,6278
STM14_RS21880,11887,12617,9385,8149,8790,9813,10901,12438,7556
STM14_RS21885,5049,5367,4158,3131,3460,4324,5477,5576,5131
STM14_RS21890,13486,11718,15383,10227,10108,14683,10156,9526,10768
STM14_RS21895,4135,3465,4995,2942,2403,4343,3717,3455,5466
STM14_RS21900,4002,3955,4571,2946,2718,4018,3977,2828,5632
STM14_RS21905,54829,71769,70467,43899,52600,77631,42105,66458,34697
STM14_RS21910,1603,1823,2713,1208,799,2097,2210,1342,3114
STM14_RS21915,451,248,454,182,138,336,462,175,835
STM14_RS21920,1865,1697,2362,1381,1132,1980,1475,1343,1605
STM14_RS21925,1965,1774,3005,1727,1520,2593,1894,2057,2479
STM14_RS21930,914,626,1704,1026,1075,2570,747,1097,3693
STM14_RS21935,926,891,1249,693,829,1747,985,1102,4414
STM14_RS21965,2725,2271,1880,1582,2259,2397,2068,2104,1640
STM14_RS21970,1198,891,869,672,714,795,841,540,832
STM14_RS21975,81217,39906,34569,113876,77054,22361,40690,52121,67399
STM14_RS21980,35603,12785,14390,56203,33480,8376,23338,33849,38653
STM14_RS21985,12001,4889,4679,16618,8837,2832,10537,10345,16496
STM14_RS21990,642,205,390,535,334,499,477,357,843
STM14_RS21995,5697,3212,2927,5381,5010,3824,3183,4746,4499
STM14_RS22000,7866,8195,12516,7234,6335,12155,7196,10662,10045
STM14_RS22005,15830,15593,17285,29345,35857,27406,13004,15556,12843
STM14_RS22010,1739,1288,2306,1642,1684,2712,1352,1125,1368
STM14_RS22015,142,128,76,40,66,58,162,86,119
STM14_RS22020,816,1125,747,583,908,696,1096,1017,1232
STM14_RS22025,2073,2215,2832,1613,1444,2250,2689,2053,2604
STM14_RS22030,2295,1512,1968,1155,769,1861,1410,895,1243
STM14_RS22035,1180,838,932,482,370,664,931,451,1143
STM14_RS22040,83,63,43,38,65,40,147,30,122
STM14_RS22045,37,11,25,27,30,17,43,25,22
STM14_RS22050,132,91,121,45,51,85,90,52,121
STM14_RS22055,135,189,150,97,100,130,139,123,162
STM14_RS22060,254,234,224,163,168,237,248,184,307
STM14_RS22065,38,28,25,20,18,27,56,25,38
STM14_RS22070,65,34,80,38,57,73,75,46,99
STM14_RS22075,27,8,7,6,7,14,10,10,31
STM14_RS22080,473,374,281,165,160,128,478,356,738
STM14_RS22085,253,198,163,46,86,93,248,145,331
STM14_RS22090,71,51,37,20,21,19,69,54,86
STM14_RS22095,326,205,326,235,242,380,224,283,260
STM14_RS22100,312,198,279,184,211,283,281,262,357
STM14_RS22105,34,30,16,18,21,32,38,40,55
STM14_RS22110,202,86,166,75,75,131,108,140,178
STM14_RS22115,236,196,193,163,129,212,222,192,216
STM14_RS22120,76,57,79,25,45,49,49,61,32
STM14_RS22125,78,82,60,31,30,41,71,39,81
STM14_RS22130,419,335,346,216,239,290,515,296,356
STM14_RS22135,20,10,7,15,10,9,12,4,20
STM14_RS22140,37,14,15,9,13,23,17,21,21
STM14_RS22145,11,7,7,11,3,8,12,8,4
STM14_RS22150,84,64,55,41,33,46,79,37,58
STM14_RS22155,11,13,15,4,9,10,34,19,14
STM14_RS22160,641,271,263,203,257,250,495,363,233
STM14_RS22165,2517,2878,4079,2477,2972,3601,2264,3137,2133
STM14_RS22170,16354,23372,21647,20847,21741,26270,18825,31422,19340
STM14_RS22175,142,26,41,166,146,69,179,276,226
STM14_RS22180,151,113,127,79,77,97,123,123,178
STM14_RS22185,100,23,94,45,47,86,58,88,137
STM14_RS22190,1671,1124,1224,681,660,1098,1203,605,1048
STM14_RS22195,9018,6419,4194,5613,13261,9998,6996,4363,6114
STM14_RS22200,5773,2782,5137,3106,3434,5639,5443,1856,5621
STM14_RS22205,3481,2442,6058,3741,1207,5284,4441,1469,4290
STM14_RS22210,5021,5201,12183,9293,2312,11424,9141,5342,9257
STM14_RS22215,2210,2087,6256,5001,1293,6122,3788,2890,3622
STM14_RS22220,12669,15613,28410,21736,5205,20284,29644,18153,24815
STM14_RS22225,7056,4397,13737,8747,2619,7476,12115,7827,15331
STM14_RS22230,4824,3949,4895,4424,4136,7364,4299,3856,4474
STM14_RS22235,4081,2679,5044,3843,3770,6639,3839,4345,5756
STM14_RS22240,6139,6941,9192,6119,6381,8092,6119,7735,11493
STM14_RS22245,2223,2649,2565,2401,2684,3967,1705,1645,2186
STM14_RS22250,29727,25565,34550,28363,21910,36949,18892,12734,18643
STM14_RS22255,9742,6969,12302,6212,3381,9399,7533,2634,10482
STM14_RS22260,1499,636,485,648,499,725,1189,660,1112
STM14_RS22265,146035,53475,21290,66924,111182,36420,170279,131992,73103
STM14_RS22270,10658,4940,7325,5333,4956,7374,6950,3707,8162
STM14_RS22275,1985,1668,1485,939,954,1042,2234,1410,2096
STM14_RS22280,3440,2741,2170,2015,2315,2265,3188,3293,2926
STM14_RS22285,800,988,752,1934,2238,1586,2038,2598,3681
STM14_RS22290,10817,7619,7509,9960,13113,10565,9754,14163,7626
STM14_RS22295,2886,3852,3507,1916,2197,2726,3426,3789,6412
STM14_RS22300,1547,1092,1541,686,705,1232,1519,1503,3728
STM14_RS22305,10839,12171,13429,10980,9291,11457,9638,13624,10092
STM14_RS22310,3390,5661,4439,2343,2754,2978,3283,2853,2325
STM14_RS22315,1881,2177,2021,1633,2099,2589,2106,2114,1517
STM14_RS22320,964,673,847,680,629,1066,1029,663,757
STM14_RS22325,364,299,498,344,338,610,576,350,557
STM14_RS22330,484,267,434,263,199,365,639,179,611
STM14_RS22335,12651,12327,12836,9572,11756,11108,9346,16273,19105
STM14_RS22345,8337,7942,5367,3370,5365,5004,6810,7081,5502
STM14_RS22350,20,11,15,6,9,12,36,26,28
STM14_RS22355,80,58,70,37,38,46,91,63,95
STM14_RS22360,83,50,69,35,50,68,71,55,123
STM14_RS22365,100,85,96,43,58,97,68,62,85
STM14_RS22370,9712,9086,10539,8659,7659,12025,7349,6323,10240
STM14_RS22375,368,249,177,100,145,156,444,218,488
STM14_RS22380,796,282,352,300,400,483,1664,937,2499
STM14_RS22385,941,513,480,275,187,531,1336,903,3106
STM14_RS22390,812,285,371,226,228,771,2282,2204,3000
STM14_RS22395,479,353,386,267,344,449,1091,598,791
STM14_RS22400,3079,2076,1342,1523,2609,2015,4139,2915,2923
STM14_RS22405,1618,1916,3036,1610,1535,3011,1920,1642,6830
STM14_RS22410,2241,2000,3166,1868,1799,3056,1947,2457,2505
STM14_RS22415,1229,813,1044,905,1132,1194,1310,1284,1488
STM14_RS22420,188,151,143,98,76,150,179,105,342
STM14_RS22425,504,197,450,196,102,267,580,381,1371
STM14_RS22430,14624,9081,9500,5933,2944,6737,14068,22329,21895
STM14_RS22435,4769,2727,3278,2087,1094,2200,4821,6588,6164
STM14_RS22440,33558,28503,44526,28099,21146,43520,36195,56102,39458
STM14_RS22450,557,460,629,287,249,396,410,197,472
STM14_RS22455,236,274,257,164,181,217,191,126,192
STM14_RS22460,195,224,312,141,190,223,173,182,208
STM14_RS22465,139,86,192,89,174,147,140,141,175
STM14_RS22470,352,287,370,187,348,362,314,261,440
STM14_RS22475,189,134,214,60,74,158,156,82,180
STM14_RS22480,5903,8747,5420,2325,2696,2777,7140,8102,7050
STM14_RS22485,1322,1272,1071,885,1047,1020,1151,906,1257
STM14_RS22490,1617,1327,1602,1290,1725,1446,1571,1784,1378
STM14_RS22500,1310,1145,1447,872,1269,3043,1460,814,1517
STM14_RS22505,2509,1897,1819,1513,2239,4661,2343,1382,2518
STM14_RS22510,5356,3132,1813,2360,3477,3152,4986,4404,4170
STM14_RS22515,1108,845,364,156,265,310,900,608,607
STM14_RS22520,31715,23992,26911,17743,16825,32936,28431,30860,38512
STM14_RS22530,7847,9086,12441,10714,9504,25946,6010,11519,9488
STM14_RS22535,5087,7245,9872,8873,9591,18833,3539,14098,5367
STM14_RS22540,6601,11488,17501,14821,15401,43937,4471,21305,8163
